STATE_CODE,STATE_CODE_EXP,SHRP_ID,LATITUDE,LONGITUDE,DATUM,DATUM_EXP,DATUM_OTHER,ELEVATION
4,Arizona,0663,35.21805953979492,-111.56212,1,World Geodetic System 1984 (WGS84),,2067.39990234375
4,Arizona,0664,35.21086120605469,-111.52786,1,World Geodetic System 1984 (WGS84),,2039.4000244140625
4,Arizona,0665,35.210479736328125,-111.52626,1,World Geodetic System 1984 (WGS84),,2035.0
4,Arizona,0666,35.21004104614258,-111.52425,1,World Geodetic System 1984 (WGS84),,2032.300048828125
4,Arizona,0667,35.20964813232422,-111.52264,1,World Geodetic System 1984 (WGS84),,2031.5
4,Arizona,0668,35.20927047729492,-111.52105,1,World Geodetic System 1984 (WGS84),,2026.5
4,Arizona,0669,35.208900451660156,-111.51943,1,World Geodetic System 1984 (WGS84),,2032.0
4,Arizona,0902,35.39167022705078,-114.25538,1,World Geodetic System 1984 (WGS84),,1078.0
4,Arizona,0903,35.47446823120117,-114.31407,1,World Geodetic System 1984 (WGS84),,982.0
4,Arizona,1003,33.48122024536133,-112.86384,1,World Geodetic System 1984 (WGS84),,334.3999938964844
4,Arizona,1006,33.43571853637695,-112.66109,1,World Geodetic System 1984 (WGS84),,326.0
4,Arizona,1007,33.436649322509766,-112.58182,1,World Geodetic System 1984 (WGS84),,332.0
4,Arizona,1015,31.559349060058594,-111.05186,1,World Geodetic System 1984 (WGS84),,1024.0999755859375
4,Arizona,1016,31.643230438232422,-111.05805,1,World Geodetic System 1984 (WGS84),,976.0
4,Arizona,1017,31.765270233154297,-111.03591,1,World Geodetic System 1984 (WGS84),,914.5
4,Arizona,1018,31.8077392578125,-111.01244,1,World Geodetic System 1984 (WGS84),,902.2999877929688
4,Arizona,1021,35.160831451416016,-113.68087,1,World Geodetic System 1984 (WGS84),,1104.0
4,Arizona,1022,35.161399841308594,-113.59826,1,World Geodetic System 1984 (WGS84),,1168.300048828125
4,Arizona,1024,35.278541564941406,-113.12956,1,World Geodetic System 1984 (WGS84),,1660.5999755859375
4,Arizona,1025,35.2954216003418,-113.02857,1,World Geodetic System 1984 (WGS84),,1667.9000244140625
4,Arizona,1034,34.15943908691406,-114.26766,1,World Geodetic System 1984 (WGS84),,137.0
4,Arizona,1036,35.71242904663086,-114.48114,1,World Geodetic System 1984 (WGS84),,737.0999755859375
4,Arizona,1037,35.18751907348633,-114.54654,1,World Geodetic System 1984 (WGS84),,244.10000610351562
4,Arizona,1062,35.19118118286133,-113.34671,1,World Geodetic System 1984 (WGS84),,1557.5999755859375
4,Arizona,1065,35.20886993408203,-113.26785,1,World Geodetic System 1984 (WGS84),,1639.0
4,Arizona,6053,31.97471046447754,-110.5059,1,World Geodetic System 1984 (WGS84),,1182.800048828125
4,Arizona,6054,32.039100646972656,-110.99284,1,World Geodetic System 1984 (WGS84),,814.0
4,Arizona,6055,33.24610900878906,-112.63847,1,World Geodetic System 1984 (WGS84),,278.0
4,Arizona,6060,31.518999099731445,-111.01703,1,World Geodetic System 1984 (WGS84),,1020.2000122070312
4,Arizona,7079,33.602298736572266,-112.25341,1,World Geodetic System 1984 (WGS84),,349.0
4,Arizona,7614,33.457908630371094,-112.32539,1,World Geodetic System 1984 (WGS84),,299.0
4,Arizona,A310,35.72618865966797,-114.48855,1,World Geodetic System 1984 (WGS84),,734.5999755859375
4,Arizona,A320,35.71976089477539,-114.48506,1,World Geodetic System 1984 (WGS84),,734.2000122070312
4,Arizona,A330,35.72446060180664,-114.48761,1,World Geodetic System 1984 (WGS84),,735.4000244140625
4,Arizona,A350,35.727699279785156,-114.48936,8,Other,ESTIMATED FROM SITE LAYOUTS AND MAPPING SOFTWARE,734.7999877929688
4,Arizona,A390,35.714839935302734,-114.48246,8,Other,ESTIMATED FROM SITE LAYOUTS AND MAPPING SOFTWARE,737.0
4,Arizona,A901,35.436771392822266,-114.28794,1,World Geodetic System 1984 (WGS84),,1055.5
4,Arizona,A902,35.39474868774414,-114.25757,1,World Geodetic System 1984 (WGS84),,1079.0999755859375
4,Arizona,A903,35.47180938720703,-114.31223,1,World Geodetic System 1984 (WGS84),,983.5
4,Arizona,B310,35.161399841308594,-113.67561,1,World Geodetic System 1984 (WGS84),,1099.0
4,Arizona,B320,35.16056823730469,-113.68334,1,World Geodetic System 1984 (WGS84),,1110.0
4,Arizona,B330,35.16115188598633,-113.67791,1,World Geodetic System 1984 (WGS84),,1100.5999755859375
4,Arizona,B350,35.1602783203125,-113.686,1,World Geodetic System 1984 (WGS84),,1114.5999755859375
4,Arizona,B901,33.44266128540039,-112.56326,1,World Geodetic System 1984 (WGS84),,336.8999938964844
4,Arizona,B902,33.448490142822266,-112.54518,1,World Geodetic System 1984 (WGS84),,347.20001220703125
4,Arizona,B903,33.453731536865234,-112.52898,1,World Geodetic System 1984 (WGS84),,346.6000061035156
4,Arizona,B959,33.462589263916016,-112.46941,1,World Geodetic System 1984 (WGS84),,322.8999938964844
4,Arizona,B960,33.46255111694336,-112.4963,1,World Geodetic System 1984 (WGS84),,331.70001220703125
4,Arizona,B961,33.45886993408203,-112.5131,1,World Geodetic System 1984 (WGS84),,334.1000061035156
4,Arizona,B964,33.42768859863281,-112.62502,1,World Geodetic System 1984 (WGS84),,321.0
4,Arizona,C310,31.77613067626953,-111.03015,8,Other,ESTIMATED FROM SITE LAYOUTS AND MAPPING SOFTWARE,911.0999755859375
4,Arizona,C320,31.767030715942383,-111.035,8,Other,ESTIMATED FROM SITE LAYOUTS AND MAPPING SOFTWARE,916.2999877929688
4,Arizona,C330,31.768779754638672,-111.03408,8,Other,ESTIMATED FROM SITE LAYOUTS AND MAPPING SOFTWARE,915.7000122070312
4,Arizona,C340,31.7783203125,-111.02881,8,Other,ESTIMATED FROM SITE LAYOUTS AND MAPPING SOFTWARE,910.0
4,Arizona,C350,31.77389907836914,-111.03141,8,Other,ESTIMATED FROM SITE LAYOUTS AND MAPPING SOFTWARE,912.0999755859375
4,Arizona,D310,31.635469436645508,-111.05673,1,World Geodetic System 1984 (WGS84),,983.0999755859375
4,Arizona,D320,31.63935089111328,-111.05738,1,World Geodetic System 1984 (WGS84),,976.0
4,Arizona,D330,31.637420654296875,-111.05706,1,World Geodetic System 1984 (WGS84),,981.0
4,Arizona,D350,31.631149291992188,-111.05597,1,World Geodetic System 1984 (WGS84),,983.0
5,Arkansas,2042,33.134239196777344,-91.83836,1,World Geodetic System 1984 (WGS84),,42.0
5,Arkansas,3011,35.331539154052734,-91.53673,1,World Geodetic System 1984 (WGS84),,66.0
5,Arkansas,3048,34.37232971191406,-91.12808,1,World Geodetic System 1984 (WGS84),,58.400001525878906
5,Arkansas,3058,35.79219055175781,-90.61164,1,World Geodetic System 1984 (WGS84),,70.0
5,Arkansas,3059,35.29774856567383,-94.41673,1,World Geodetic System 1984 (WGS84),,156.10000610351562
5,Arkansas,3071,36.26721954345703,-94.15001,1,World Geodetic System 1984 (WGS84),,399.0
5,Arkansas,3073,34.808780670166016,-92.31736,1,World Geodetic System 1984 (WGS84),,79.0
5,Arkansas,3074,35.01165008544922,-90.8409,1,World Geodetic System 1984 (WGS84),,66.0
5,Arkansas,4019,34.216880798339844,-91.96529,1,World Geodetic System 1984 (WGS84),,63.0
5,Arkansas,4021,34.966339111328125,-92.04604,1,World Geodetic System 1984 (WGS84),,82.0
5,Arkansas,4023,35.23234176635742,-91.7052,1,World Geodetic System 1984 (WGS84),,68.0
5,Arkansas,4046,35.84690856933594,-90.76413,1,World Geodetic System 1984 (WGS84),,85.0
5,Arkansas,5803,34.744651794433594,-92.32272,1,World Geodetic System 1984 (WGS84),,110.69999694824219
5,Arkansas,5805,34.685909271240234,-92.40539,1,World Geodetic System 1984 (WGS84),,96.0
5,Arkansas,A310,36.26982116699219,-94.14996,1,World Geodetic System 1984 (WGS84),,398.0
5,Arkansas,A320,36.27228927612305,-94.14996,1,World Geodetic System 1984 (WGS84),,396.8999938964844
5,Arkansas,A350,36.2759895324707,-94.15093,1,World Geodetic System 1984 (WGS84),,397.29998779296875
5,Arkansas,A410,34.96812057495117,-92.04441,1,World Geodetic System 1984 (WGS84),,82.0
5,Arkansas,A430,34.970298767089844,-92.0424,1,World Geodetic System 1984 (WGS84),,84.0
5,Arkansas,B410,34.213890075683594,-91.96541,1,World Geodetic System 1984 (WGS84),,63.0
5,Arkansas,B430,34.221858978271484,-91.96904,1,World Geodetic System 1984 (WGS84),,63.0
5,Arkansas,C410,35.29927062988281,-94.41486,1,World Geodetic System 1984 (WGS84),,154.8000030517578
5,Arkansas,C430,35.29668045043945,-94.41805,1,World Geodetic System 1984 (WGS84),,157.89999389648438
6,California,0201,37.428470611572266,-120.77332,1,World Geodetic System 1984 (WGS84),,35.0
6,California,0202,37.421119689941406,-120.76425,1,World Geodetic System 1984 (WGS84),,36.0
6,California,0203,37.414859771728516,-120.75713,1,World Geodetic System 1984 (WGS84),,38.0
6,California,0204,37.42247009277344,-120.76603,1,World Geodetic System 1984 (WGS84),,35.29999923706055
6,California,0205,37.42573165893555,-120.7708,1,World Geodetic System 1984 (WGS84),,35.0
6,California,0206,37.41862106323242,-120.76141,1,World Geodetic System 1984 (WGS84),,36.900001525878906
6,California,0207,37.41733932495117,-120.75992,1,World Geodetic System 1984 (WGS84),,37.0
6,California,0208,37.42456817626953,-120.76934,1,World Geodetic System 1984 (WGS84),,35.0
6,California,0209,37.42705154418945,-120.77213,1,World Geodetic System 1984 (WGS84),,35.0
6,California,0210,37.419891357421875,-120.76286,1,World Geodetic System 1984 (WGS84),,36.0
6,California,0211,37.41606903076172,-120.75852,1,World Geodetic System 1984 (WGS84),,37.400001525878906
6,California,0212,37.423500061035156,-120.76768,1,World Geodetic System 1984 (WGS84),,35.0
6,California,0501,34.81481170654297,-116.60256,1,World Geodetic System 1984 (WGS84),,546.0
6,California,0502,34.81433868408203,-116.59994,1,World Geodetic System 1984 (WGS84),,545.0
6,California,0503,34.813968658447266,-116.59787,1,World Geodetic System 1984 (WGS84),,544.0
6,California,0504,34.813621520996094,-116.59591,1,World Geodetic System 1984 (WGS84),,544.0
6,California,0505,34.81367111206055,-116.59394,1,World Geodetic System 1984 (WGS84),,543.5999755859375
6,California,0506,34.812801361083984,-116.59136,1,World Geodetic System 1984 (WGS84),,544.0
6,California,0507,34.81237030029297,-116.5889,1,World Geodetic System 1984 (WGS84),,544.0
6,California,0508,34.81195831298828,-116.58662,1,World Geodetic System 1984 (WGS84),,544.0
6,California,0509,34.811519622802734,-116.58417,1,World Geodetic System 1984 (WGS84),,544.0
6,California,0559,34.80060958862305,-116.52332,1,World Geodetic System 1984 (WGS84),,547.7999877929688
6,California,0560,34.807350158691406,-116.56094,8,Other,ESTIMATED FROM SITE LAYOUTS AND MAPPING SOFTWARE,543.0
6,California,0561,34.80659866333008,-116.5567,1,World Geodetic System 1984 (WGS84),,543.0
6,California,0562,34.80564880371094,-116.5515,8,Other,ESTIMATED FROM SITE LAYOUTS AND MAPPING SOFTWARE,543.0
6,California,0563,34.80485153198242,-116.54692,1,World Geodetic System 1984 (WGS84),,543.0
6,California,0564,34.80419158935547,-116.54333,8,Other,ESTIMATED FROM SITE LAYOUTS AND MAPPING SOFTWARE,543.0
6,California,0565,34.80339050292969,-116.53879,1,World Geodetic System 1984 (WGS84),,543.0
6,California,0566,34.80257034301758,-116.53419,1,World Geodetic System 1984 (WGS84),,543.0999755859375
6,California,0567,34.801979064941406,-116.53087,1,World Geodetic System 1984 (WGS84),,546.0
6,California,0568,34.80128860473633,-116.527,1,World Geodetic System 1984 (WGS84),,547.0
6,California,0569,34.8111686706543,-116.5822,1,World Geodetic System 1984 (WGS84),,544.0
6,California,0570,34.810489654541016,-116.57838,1,World Geodetic System 1984 (WGS84),,543.0
6,California,0571,34.80978012084961,-116.57449,1,World Geodetic System 1984 (WGS84),,543.0
6,California,0602,41.35512924194336,-122.3559,1,World Geodetic System 1984 (WGS84),,1195.4000244140625
6,California,0603,41.35826110839844,-122.35965,1,World Geodetic System 1984 (WGS84),,1194.0
6,California,0604,41.368038177490234,-122.36985,1,World Geodetic System 1984 (WGS84),,1164.5
6,California,0605,41.35441970825195,-122.3548,1,World Geodetic System 1984 (WGS84),,1196.5999755859375
6,California,0606,41.35691833496094,-122.35821,1,World Geodetic System 1984 (WGS84),,1195.0
6,California,0607,41.35765838623047,-122.35905,1,World Geodetic System 1984 (WGS84),,1195.0
6,California,0608,41.36008071899414,-122.36162,1,World Geodetic System 1984 (WGS84),,1193.699951171875
6,California,0659,41.34048843383789,-122.33986,1,World Geodetic System 1984 (WGS84),,1148.699951171875
6,California,0660,41.33924865722656,-122.33901,1,World Geodetic System 1984 (WGS84),,1145.9000244140625
6,California,0661,41.34294128417969,-122.34162,1,World Geodetic System 1984 (WGS84),,1156.300048828125
6,California,0662,41.35152053833008,-122.35095,1,World Geodetic System 1984 (WGS84),,1192.5
6,California,0663,41.35210037231445,-122.35161,1,World Geodetic System 1984 (WGS84),,1194.300048828125
6,California,0664,41.36872863769531,-122.37055,1,World Geodetic System 1984 (WGS84),,1165.9000244140625
6,California,1253,39.77268981933594,-121.73319,1,World Geodetic System 1984 (WGS84),,362.5
6,California,2002,41.62158966064453,-122.19969,1,World Geodetic System 1984 (WGS84),,1522.699951171875
6,California,2004,33.50899887084961,-117.15531,1,World Geodetic System 1984 (WGS84),,308.0
6,California,2038,41.79420852661133,-124.15812,1,World Geodetic System 1984 (WGS84),,11.600000381469727
6,California,2040,40.459659576416016,-124.0768,1,World Geodetic System 1984 (WGS84),,47.599998474121094
6,California,2041,40.45415115356445,-124.05378,1,World Geodetic System 1984 (WGS84),,39.5
6,California,2051,38.26797866821289,-122.29852,1,World Geodetic System 1984 (WGS84),,2.0
6,California,2053,37.451229095458984,-122.27985,1,World Geodetic System 1984 (WGS84),,172.60000610351562
6,California,2647,37.8477783203125,-120.57071,1,World Geodetic System 1984 (WGS84),,311.0
6,California,3005,41.35990905761719,-122.36139,1,World Geodetic System 1984 (WGS84),,1194.300048828125
6,California,3010,32.91463088989258,-117.11594,1,World Geodetic System 1984 (WGS84),,162.0
6,California,3013,33.67000961303711,-117.3087,1,World Geodetic System 1984 (WGS84),,430.3999938964844
6,California,3017,34.18696975708008,-118.21742,1,World Geodetic System 1984 (WGS84),,365.5
6,California,3019,33.58858871459961,-117.23697,1,World Geodetic System 1984 (WGS84),,403.0
6,California,3021,32.71974182128906,-116.45509,1,World Geodetic System 1984 (WGS84),,1003.5
6,California,3024,33.698490142822266,-117.34587,1,World Geodetic System 1984 (WGS84),,395.3999938964844
6,California,3030,40.918548583984375,-122.39777,1,World Geodetic System 1984 (WGS84),,377.3999938964844
6,California,3042,38.2383918762207,-121.43977,1,World Geodetic System 1984 (WGS84),,2.0
6,California,6044,39.179080963134766,-121.0533,1,World Geodetic System 1984 (WGS84),,738.2999877929688
6,California,7452,39.07659912109375,-122.93076,1,World Geodetic System 1984 (WGS84),,447.79998779296875
6,California,7454,37.94330978393555,-120.73147,1,World Geodetic System 1984 (WGS84),,251.89999389648438
6,California,7455,37.714759826660156,-121.34364,1,World Geodetic System 1984 (WGS84),,16.0
6,California,7456,37.72850036621094,-121.34342,1,World Geodetic System 1984 (WGS84),,13.0
6,California,7491,34.77259063720703,-114.58027,1,World Geodetic System 1984 (WGS84),,191.6999969482422
6,California,7493,33.37997817993164,-117.17334,1,World Geodetic System 1984 (WGS84),,213.10000610351562
6,California,8149,34.855499267578125,-114.89636,1,World Geodetic System 1984 (WGS84),,764.0999755859375
6,California,8150,34.08665084838867,-117.2005,1,World Geodetic System 1984 (WGS84),,383.0
6,California,8151,34.73344039916992,-115.55631,1,World Geodetic System 1984 (WGS84),,820.9000244140625
6,California,8153,35.21171951293945,-120.61611,1,World Geodetic System 1984 (WGS84),,78.0
6,California,8156,35.08238983154297,-120.1487,1,World Geodetic System 1984 (WGS84),,324.20001220703125
6,California,8201,35.397098541259766,-118.89844,1,World Geodetic System 1984 (WGS84),,219.6999969482422
6,California,8202,36.24774932861328,-119.81438,1,World Geodetic System 1984 (WGS84),,64.0
6,California,8534,32.77302932739258,-115.76624,1,World Geodetic System 1984 (WGS84),,-11.0
6,California,8535,32.77397918701172,-115.51887,1,World Geodetic System 1984 (WGS84),,-10.0
6,California,9049,38.5755500793457,-121.5625,1,World Geodetic System 1984 (WGS84),,3.0
6,California,9107,39.3126106262207,-120.54856,1,World Geodetic System 1984 (WGS84),,1711.199951171875
6,California,A310,39.78936004638672,-121.72323,1,World Geodetic System 1984 (WGS84),,441.20001220703125
6,California,A311,39.78710174560547,-121.72425,1,World Geodetic System 1984 (WGS84),,423.70001220703125
6,California,A320,39.77775955200195,-121.73169,1,World Geodetic System 1984 (WGS84),,386.0
6,California,A321,39.775901794433594,-121.73223,1,World Geodetic System 1984 (WGS84),,378.5
6,California,A330,39.78559112548828,-121.72604,1,World Geodetic System 1984 (WGS84),,409.1000061035156
6,California,A340,39.79130935668945,-121.72237,1,World Geodetic System 1984 (WGS84),,441.79998779296875
