STATE_CODE,STATE_CODE_EXP,SHRP_ID,CONSTRUCTION_NO,YEAR,ANNUAL_ESAL_TREND,ANNUAL_GESAL_TREND
18,Indiana,3031,1,1994,99776,95416
18,Indiana,3031,1,1993,116530,118237
18,Indiana,3031,1,1980,66451,63466
18,Indiana,3031,2,1999,118205,123635
18,Indiana,3031,1,1983,80789,77447
18,Indiana,3031,2,2011,125279,122454
18,Indiana,3031,1,1992,120582,112253
18,Indiana,3031,1,1985,96798,91712
18,Indiana,3031,1,1986,98660,94544
18,Indiana,3031,1,1987,100521,96084
18,Indiana,3031,1,1988,106770,101574
18,Indiana,3031,1,1989,110015,104390
18,Indiana,3031,1,1990,112993,107107
18,Indiana,3031,1,1991,102569,103431
18,Indiana,3031,1,1982,77625,73411
18,Indiana,3031,1,2003,118000,104289
18,Indiana,3031,2,2010,112000,120562
18,Indiana,3031,1,2010,112000,120562
18,Indiana,3031,2,2001,126024,119678
18,Indiana,3031,1,2008,107000,115107
18,Indiana,3031,1,2007,102000,118720
18,Indiana,3031,1,2006,129933,123001
18,Indiana,3031,1,2012,123382,126679
18,Indiana,3031,1,2004,166501,130358
18,Indiana,3031,1,2011,125279,122454
18,Indiana,3031,1,2002,132539,120935
18,Indiana,3031,1,1996,128235,122177
18,Indiana,3031,1,1997,142591,128029
18,Indiana,3031,1,1998,123976,118331
18,Indiana,3031,1,1999,118205,123635
18,Indiana,3031,1,2000,125249,118806
18,Indiana,3031,1,2005,133842,120627
18,Indiana,3031,2,2004,166501,130358
18,Indiana,3031,2,2009,94000,98216
18,Indiana,3031,2,2008,107000,115107
18,Indiana,3031,2,2007,102000,118720
18,Indiana,3031,1,2009,94000,98216
18,Indiana,3031,2,2005,133842,120627
18,Indiana,3031,1,2013,105000,119948
18,Indiana,3031,2,2003,118000,104289
18,Indiana,3031,2,2002,132539,120935
18,Indiana,3031,2,2000,125249,118806
18,Indiana,3031,2,1998,72687,69378
18,Indiana,3031,1,2017,168466,160492
18,Indiana,3031,1,2016,165567,156896
18,Indiana,3031,1,1995,111690,110917
18,Indiana,3031,1,2015,226000,182055
18,Indiana,3031,1,2014,225055,144036
18,Indiana,4021,1,1989,245327,184671
18,Indiana,4021,2,1999,299000,278158
18,Indiana,4021,2,1994,136290,117932
18,Indiana,4021,3,1999,299000,278158
18,Indiana,4021,2,2000,78000,62115
18,Indiana,4021,2,1998,275000,247016
18,Indiana,4021,2,1997,285000,238805
18,Indiana,4021,2,1996,357992,267220
18,Indiana,4021,2,1995,180000,174741
18,Indiana,4021,3,2000,78000,62115
18,Indiana,4021,1,1978,160231,120339
18,Indiana,4021,3,1998,162250,144826
18,Indiana,4021,1,2000,78000,62115
18,Indiana,4021,1,1975,139218,104830
18,Indiana,4021,1,1976,145547,109649
18,Indiana,4021,1,1977,151683,114547
18,Indiana,4021,1,1979,154870,116670
18,Indiana,4021,1,1980,156564,117923
18,Indiana,4021,1,1981,157895,119029
18,Indiana,4021,1,1982,160177,120274
18,Indiana,4021,1,1983,167688,126202
18,Indiana,4021,1,1984,176079,132822
18,Indiana,4021,1,1985,186770,140548
18,Indiana,4021,1,1986,210430,158625
18,Indiana,4021,1,1996,357992,267220
18,Indiana,4021,1,1999,299000,278158
18,Indiana,4021,1,1998,275000,247016
18,Indiana,4021,1,1987,233972,176240
18,Indiana,4021,1,1997,285000,238805
18,Indiana,4021,1,1995,180000,174741
18,Indiana,4021,1,1994,231000,201145
18,Indiana,4021,1,1990,242145,182666
18,Indiana,4021,1,1992,264000,218526
18,Indiana,4021,1,1991,246032,189154
18,Indiana,4021,1,1988,237051,178589
18,Indiana,4021,1,1993,293000,187531
18,Indiana,4042,1,2009,125940,98216
18,Indiana,4042,1,1990,138178,107107
18,Indiana,4042,1,1975,89600,69429
18,Indiana,4042,1,1982,94561,73411
18,Indiana,4042,1,1989,134784,104390
18,Indiana,4042,1,1987,124257,96084
18,Indiana,4042,1,1985,118296,91712
18,Indiana,4042,1,1984,116370,90088
18,Indiana,4042,1,1983,100401,77447
18,Indiana,4042,1,1981,94962,73719
18,Indiana,4042,1,1980,82054,63466
18,Indiana,4042,1,1979,85238,66028
18,Indiana,4042,1,1978,85625,66317
18,Indiana,4042,1,1976,91416,70888
18,Indiana,4042,1,1974,88009,39996
18,Indiana,4042,1,1991,130236,103431
18,Indiana,4042,1,1988,131182,101574
18,Indiana,4042,1,1977,83158,64357
18,Indiana,4042,3,2005,156782,120627
18,Indiana,4042,2,2012,165359,126679
18,Indiana,4042,2,2013,154742,119948
18,Indiana,4042,2,2014,183172,144036
18,Indiana,4042,2,2015,168411,133625
18,Indiana,4042,2,2016,202632,156896
18,Indiana,4042,2,2017,207013,160003
18,Indiana,4042,3,2002,110330,70904
18,Indiana,4042,1,2013,154742,119948
18,Indiana,4042,3,2004,214000,130358
18,Indiana,4042,1,1986,122249,94544
18,Indiana,4042,3,2006,160308,123001
18,Indiana,4042,3,2007,154530,118720
18,Indiana,4042,3,2008,150283,115107
18,Indiana,4042,3,2009,125940,98216
18,Indiana,4042,3,2010,157184,120562
18,Indiana,4042,3,2011,158341,122454
18,Indiana,4042,3,2012,165359,126679
18,Indiana,4042,3,2003,133123,104289
18,Indiana,4042,2,2002,187000,120935
18,Indiana,4042,1,2014,183172,144036
18,Indiana,4042,1,2015,168411,133625
18,Indiana,4042,1,2016,202632,156896
18,Indiana,4042,1,2017,207013,160003
18,Indiana,4042,2,1997,164589,75063
18,Indiana,4042,2,1998,152559,118331
18,Indiana,4042,2,1999,159782,123635
18,Indiana,4042,2,2011,158341,122454
18,Indiana,4042,2,2001,154501,119678
18,Indiana,4042,2,2010,157184,120562
18,Indiana,4042,2,2003,133123,104289
18,Indiana,4042,2,2004,214000,130358
18,Indiana,4042,2,2005,156782,120627
18,Indiana,4042,2,2006,160308,123001
18,Indiana,4042,1,1992,139717,112253
18,Indiana,4042,2,2008,150283,115107
18,Indiana,4042,3,2015,168411,133625
18,Indiana,4042,2,2000,153519,118806
18,Indiana,4042,6,2010,157184,120562
18,Indiana,4042,5,2010,157184,120562
18,Indiana,4042,5,2011,158341,122454
18,Indiana,4042,5,2012,165359,126679
18,Indiana,4042,5,2013,154742,119948
18,Indiana,4042,5,2014,183172,144036
18,Indiana,4042,5,2015,168411,133625
18,Indiana,4042,5,2016,202632,156896
18,Indiana,4042,3,2013,154742,119948
18,Indiana,4042,6,2009,125940,57584
18,Indiana,4042,4,2016,202632,156896
18,Indiana,4042,6,2011,158341,122454
18,Indiana,4042,6,2012,165359,126679
18,Indiana,4042,6,2013,154742,119948
18,Indiana,4042,6,2014,183172,144036
18,Indiana,4042,6,2015,168411,133625
18,Indiana,4042,6,2016,202632,156896
18,Indiana,4042,6,2017,207013,160003
18,Indiana,4042,5,2017,207013,160003
18,Indiana,4042,4,2009,125940,98216
18,Indiana,4042,2,2007,154530,118720
18,Indiana,4042,3,2016,202632,156896
18,Indiana,4042,3,2017,207013,160003
18,Indiana,4042,4,2003,133123,61145
18,Indiana,4042,4,2004,214000,130358
18,Indiana,4042,4,2005,156782,120627
18,Indiana,4042,4,2006,160308,123001
18,Indiana,4042,5,2009,125940,73191
18,Indiana,4042,4,2008,150283,115107
18,Indiana,4042,4,2017,207013,160003
18,Indiana,4042,4,2010,157184,120562
18,Indiana,4042,4,2011,158341,122454
18,Indiana,4042,4,2012,165359,126679
18,Indiana,4042,4,2013,154742,119948
18,Indiana,4042,4,2014,183172,144036
18,Indiana,4042,4,2015,168411,133625
18,Indiana,4042,3,2014,183172,144036
18,Indiana,4042,4,2007,154530,118720
18,Indiana,4042,1,2002,187000,120935
18,Indiana,4042,1,2010,157184,120562
18,Indiana,4042,1,1993,155804,118237
18,Indiana,4042,1,1994,123629,95416
18,Indiana,4042,1,1995,144317,110917
18,Indiana,4042,1,1996,180000,122177
18,Indiana,4042,1,1997,164589,128029
18,Indiana,4042,1,1998,152559,118331
18,Indiana,4042,1,1999,159782,123635
18,Indiana,4042,1,2012,165359,126679
18,Indiana,4042,1,2001,154501,119678
18,Indiana,4042,1,2011,158341,122454
18,Indiana,4042,1,2003,133123,104289
18,Indiana,4042,1,2004,214000,130358
18,Indiana,4042,1,2005,156782,120627
18,Indiana,4042,1,2006,160308,123001
18,Indiana,4042,1,2007,154530,118720
18,Indiana,4042,1,2008,150283,115107
18,Indiana,4042,2,2009,125940,98216
18,Indiana,4042,1,2000,153519,118806
18,Indiana,5022,5,2007,1531401,1297601
18,Indiana,5022,5,2006,1568620,1341511
18,Indiana,5022,5,2005,1307000,1304296
18,Indiana,5022,2,1998,1174026,976022
18,Indiana,5022,5,2003,1271000,1235097
18,Indiana,5022,5,2017,1860952,1547123
18,Indiana,5022,4,2002,977230,902261
18,Indiana,5022,4,2001,1382525,1183773
18,Indiana,5022,4,2000,506793,409041
18,Indiana,5022,3,2002,977230,902261
18,Indiana,5022,3,2001,1382525,1183773
18,Indiana,5022,3,1999,1221002,1014880
18,Indiana,5022,3,1997,1136446,1016087
18,Indiana,5022,3,1996,1169000,951364
18,Indiana,5022,3,1995,694689,587795
18,Indiana,5022,2,2002,977230,902261
18,Indiana,5022,2,2001,1382525,1183773
18,Indiana,5022,5,2004,1479434,1287292
18,Indiana,5022,3,1998,1174026,976022
18,Indiana,5022,1,1988,775770,645028
18,Indiana,5022,1,1984,707650,588238
18,Indiana,5022,1,1990,856038,712004
18,Indiana,5022,2,1997,1136446,1016087
18,Indiana,5022,2,1996,1169000,951364
18,Indiana,5022,2,1995,1184867,1002547
18,Indiana,5022,2,1994,1198000,1033963
18,Indiana,5022,2,1993,1186673,881707
18,Indiana,5022,2,1992,725760,542096
18,Indiana,5022,1,1992,426240,322900
18,Indiana,5022,1,1991,892173,742034
18,Indiana,5022,1,1989,815206,677420
18,Indiana,5022,3,2000,1520379,1227123
18,Indiana,5022,1,1987,736070,611943
18,Indiana,5022,2,1999,1221002,1014880
18,Indiana,5022,1,1985,731734,608334
18,Indiana,5022,2,2000,1520379,1227123
18,Indiana,5022,1,1983,665968,553143
18,Indiana,5022,1,1982,623690,518464
18,Indiana,5022,1,1981,589000,489574
18,Indiana,5022,1,1980,560902,466583
18,Indiana,5022,1,1979,529739,439890
18,Indiana,5022,1,1978,500108,415624
18,Indiana,5022,1,1977,470478,391626
18,Indiana,5022,1,1976,442055,367380
18,Indiana,5022,1,1975,411216,342043
18,Indiana,5022,1,1974,381586,317548
18,Indiana,5022,1,1973,351955,292547
18,Indiana,5022,1,1972,323207,268598
18,Indiana,5022,1,1986,733902,610232
18,Indiana,5022,5,2002,259770,244362
18,Indiana,5022,5,2016,1831266,1522063
18,Indiana,5022,5,2015,1791935,1489903
18,Indiana,5022,5,2014,1807473,1290224
18,Indiana,5022,5,2013,1368432,1185303
18,Indiana,5022,5,2012,1692852,1407142
18,Indiana,5022,5,2011,1421000,1235120
18,Indiana,5022,5,2010,1486000,1273783
18,Indiana,5022,5,2009,1288000,1216922
18,Indiana,5022,5,2008,1742493,1448189
18,Indiana,5043,2,2013,32000,28989
18,Indiana,5043,1,1986,17000,13612
18,Indiana,5043,1,1989,18000,14107
18,Indiana,5043,1,1988,18000,14145
18,Indiana,5043,1,1985,17000,13470
18,Indiana,5043,1,1984,17000,13173
18,Indiana,5043,1,1987,17000,13773
18,Indiana,5043,3,2017,38106,29428
18,Indiana,5043,3,2016,37552,29033
18,Indiana,5043,3,2014,23882,18216
18,Indiana,5043,2,2016,37552,29033
18,Indiana,5043,2,2017,38106,29428
18,Indiana,5043,1,1983,17000,13106
18,Indiana,5043,1,1972,9000,6824
18,Indiana,5043,3,2015,36792,28428
18,Indiana,5043,2,2002,11968,8939
18,Indiana,5043,1,1982,16000,13106
18,Indiana,5043,1,1981,16000,12611
18,Indiana,5043,1,1980,16000,12615
18,Indiana,5043,1,1979,15000,12247
18,Indiana,5043,1,1978,15000,12105
18,Indiana,5043,1,1977,15000,11913
18,Indiana,5043,1,1976,14000,10942
18,Indiana,5043,1,1975,12000,9809
18,Indiana,5043,1,1973,10000,8191
18,Indiana,5043,1,1971,8000,5835
18,Indiana,5043,2,2015,36792,28428
18,Indiana,5043,1,2000,20588,17437
18,Indiana,5043,1,1970,6000,4915
18,Indiana,5043,1,1969,5000,4217
18,Indiana,5043,1,1974,11000,8808
18,Indiana,5043,1,1995,26000,14338
18,Indiana,5043,1,2002,23936,17878
18,Indiana,5043,1,2001,25294,17651
18,Indiana,5043,1,1999,24309,20278
18,Indiana,5043,1,1998,21352,15841
18,Indiana,5043,1,1996,12517,12196
18,Indiana,5043,2,2014,40734,31069
18,Indiana,5043,1,1994,18068,11914
18,Indiana,5043,1,1993,18724,14348
18,Indiana,5043,1,1992,14988,13546
18,Indiana,5043,1,1991,19000,14663
18,Indiana,5043,1,1990,18000,14107
18,Indiana,5043,2,2011,35478,28137
18,Indiana,5043,1,1997,22174,16155
18,Indiana,5043,2,2003,38106,30165
18,Indiana,5043,2,2012,36069,25955
18,Indiana,5043,2,2010,32686,24575
18,Indiana,5043,2,2009,34000,25705
18,Indiana,5043,2,2008,25000,21321
18,Indiana,5043,2,2007,31000,24454
18,Indiana,5043,2,2006,41000,28401
18,Indiana,5043,2,2005,30000,23415
18,Indiana,5043,2,2004,30000,29596
18,Indiana,5518,1,1970,50227,25897
18,Indiana,5518,3,1993,232656,111229
18,Indiana,5518,3,2000,2716057,1462482
18,Indiana,5518,1,1974,793517,408765
18,Indiana,5518,1,1993,1579088,754939
18,Indiana,5518,1,1982,1171358,604683
18,Indiana,5518,1,1983,1205566,622442
18,Indiana,5518,1,1984,1316451,679778
18,Indiana,5518,1,1985,1254286,648019
18,Indiana,5518,1,1986,1306634,674681
18,Indiana,5518,1,1987,1406148,725977
18,Indiana,5518,1,1988,1459374,753390
18,Indiana,5518,1,1989,1549717,800169
18,Indiana,5518,1,1990,1541942,795472
18,Indiana,5518,3,1995,2103000,1592477
18,Indiana,5518,1,1992,1722000,849822
18,Indiana,5518,3,2004,1407402,725859
18,Indiana,5518,2,1992,1084860,538685
18,Indiana,5518,2,1993,1579088,754939
18,Indiana,5518,3,1994,1995973,988453
18,Indiana,5518,3,1996,2030026,1057748
18,Indiana,5518,3,1997,2067499,1066199
18,Indiana,5518,3,1999,2501834,1250846
18,Indiana,5518,3,2001,2418906,1448525
18,Indiana,5518,3,2002,2730923,1408652
18,Indiana,5518,3,2003,2602384,1343054
18,Indiana,5518,1,1991,1469000,744453
18,Indiana,5518,3,1998,2367594,1242598
18,Indiana,5518,1,1972,694346,358101
18,Indiana,5518,1,1980,1098688,566945
18,Indiana,5518,1,1979,1045411,539726
18,Indiana,5518,1,1978,995136,513968
18,Indiana,5518,1,1981,1146480,592175
18,Indiana,5518,1,1977,944343,487523
18,Indiana,5518,1,1976,896517,463125
18,Indiana,5518,1,1975,843792,436189
18,Indiana,5518,1,1973,742724,382963
18,Indiana,5518,1,1971,642174,331088
18,Indiana,5528,2,2002,106000,78503
18,Indiana,5528,1,1975,91717,71504
18,Indiana,5528,1,1972,89070,69156
18,Indiana,5528,1,1985,102492,80409
18,Indiana,5528,1,1984,100928,78026
18,Indiana,5528,1,1983,96973,75483
18,Indiana,5528,1,1982,93031,72540
18,Indiana,5528,1,1981,93820,72722
18,Indiana,5528,1,1980,92496,72084
18,Indiana,5528,1,1979,94082,73013
18,Indiana,5528,1,1978,95134,73744
18,Indiana,5528,1,1977,92506,71887
18,Indiana,5528,1,1976,91178,71226
18,Indiana,5528,1,1973,89615,70030
18,Indiana,5528,1,1974,90666,71031
18,Indiana,5528,1,1962,39612,30478
18,Indiana,5528,1,1971,87775,68195
18,Indiana,5528,1,1970,86724,67450
18,Indiana,5528,1,1969,85673,66977
18,Indiana,5528,1,1968,84853,66136
18,Indiana,5528,1,1967,83570,65302
18,Indiana,5528,1,1966,82782,64829
18,Indiana,5528,1,1965,81731,64084
18,Indiana,5528,1,1964,80901,63486
18,Indiana,5528,1,1963,79628,61204
18,Indiana,5528,3,2015,286978,182399
18,Indiana,5528,2,1992,136000,92740
18,Indiana,5528,2,1999,128000,92118
18,Indiana,5528,2,1998,117209,94892
18,Indiana,5528,1,1986,114844,89952
18,Indiana,5528,1,1987,126932,99621
18,Indiana,5528,1,1989,138758,108448
18,Indiana,5528,2,1994,79628,68541
18,Indiana,5528,2,2000,117000,91792
18,Indiana,5528,2,1991,132188,103086
18,Indiana,5528,1,1988,138348,107517
18,Indiana,5528,3,2016,133341,104023
18,Indiana,5528,3,2017,133765,104469
18,Indiana,5528,2,1997,114318,95113
18,Indiana,5528,2,1996,116000,96040
18,Indiana,5528,2,1993,88000,72376
18,Indiana,5528,2,1995,85000,66351
18,Indiana,5528,2,1990,27968,21928
18,Indiana,5528,3,2007,124042,89006
18,Indiana,5528,3,2010,89089,73711
18,Indiana,5528,3,2012,77211,60806
18,Indiana,5528,3,2009,125881,99148
18,Indiana,5528,1,1990,103265,80965
18,Indiana,5528,2,2001,116000,87516
18,Indiana,5528,3,2011,108000,66091
18,Indiana,5528,3,2008,157058,122200
18,Indiana,5528,3,2006,99338,81145
18,Indiana,5528,3,2005,107485,85494
18,Indiana,5528,3,2004,109000,83962
18,Indiana,5528,3,2013,84622,69398
18,Indiana,5528,3,2003,14433,10320
18,Indiana,5528,2,2003,53292,38105
18,Indiana,5528,3,2014,171346,103977
18,Indiana,5538,1,1981,89874,72722
18,Indiana,5538,4,2016,0,0
18,Indiana,5538,4,2015,0,0
18,Indiana,5538,4,2014,0,0
18,Indiana,5538,4,2013,0,0
18,Indiana,5538,3,2007,113176,89006
18,Indiana,5538,2,2000,117000,91792
18,Indiana,5538,2,2001,116000,87516
18,Indiana,5538,2,2002,106000,80035
18,Indiana,5538,2,2003,62725,32284
18,Indiana,5538,3,2003,64262,16142
18,Indiana,5538,3,2004,110000,88647
18,Indiana,5538,3,2005,111037,85494
18,Indiana,5538,3,2006,105153,81145
18,Indiana,5538,3,2009,129841,99148
18,Indiana,5538,2,1999,128000,92118
18,Indiana,5538,3,2008,159254,122200
18,Indiana,5538,2,1994,89834,68541
18,Indiana,5538,3,2010,98342,73711
18,Indiana,5538,2,1998,122447,94892
18,Indiana,5538,1,1968,82072,66136
18,Indiana,5538,1,1967,81114,65302
18,Indiana,5538,1,1966,80545,64829
18,Indiana,5538,1,1965,79723,64084
18,Indiana,5538,1,1964,79012,63486
18,Indiana,5538,2,1997,122742,95113
18,Indiana,5538,2,1995,85000,68449
18,Indiana,5538,1,1963,75362,61204
18,Indiana,5538,2,1993,88000,64185
18,Indiana,5538,1,1962,74540,35448
18,Indiana,5538,3,2011,109000,66091
18,Indiana,5538,1,1990,127429,80684
18,Indiana,5538,2,1996,111037,84669
18,Indiana,5538,1,1982,89699,72540
18,Indiana,5538,2,1991,131871,103086
18,Indiana,5538,2,1990,131287,22209
18,Indiana,5538,3,2017,136302,104469
18,Indiana,5538,3,2016,135735,104023
18,Indiana,5538,3,2015,248864,182399
18,Indiana,5538,3,2014,127958,103977
18,Indiana,5538,3,2013,91046,69398
18,Indiana,5538,1,1989,134495,108448
18,Indiana,5538,1,1969,83143,66977
18,Indiana,5538,1,1987,123958,99621
18,Indiana,5538,1,1986,111434,89952
18,Indiana,5538,1,1985,100043,80409
18,Indiana,5538,1,1988,133279,107517
18,Indiana,5538,1,1983,93345,75483
18,Indiana,5538,1,1977,88965,71887
18,Indiana,5538,1,1970,83713,67450
18,Indiana,5538,1,1971,84534,68195
18,Indiana,5538,1,1972,85695,69156
18,Indiana,5538,1,1973,86760,70030
18,Indiana,5538,1,1974,87914,71031
18,Indiana,5538,1,1975,88483,71504
18,Indiana,5538,1,1984,96382,78026
18,Indiana,5538,1,1976,88155,71226
18,Indiana,5538,3,2012,78566,60806
18,Indiana,5538,1,1978,91170,73744
18,Indiana,5538,1,1979,90268,73013
18,Indiana,5538,1,1980,89209,72084
18,Indiana,5538,2,1992,136000,92740
18,Indiana,6012,1,1978,174379,209367
18,Indiana,6012,2,2002,603071,723091
18,Indiana,6012,2,2003,647692,767627
18,Indiana,6012,2,1997,520399,626786
18,Indiana,6012,4,2021,0,0
18,Indiana,6012,4,2020,0,0
18,Indiana,6012,3,2021,0,0
18,Indiana,6012,3,2020,0,0
18,Indiana,6012,3,2019,0,0
18,Indiana,6012,3,2018,0,0
18,Indiana,6012,2,2021,0,0
18,Indiana,6012,2,2020,0,0
18,Indiana,6012,2,2019,0,0
18,Indiana,6012,2,2018,0,0
18,Indiana,6012,1,1979,182318,219341
18,Indiana,6012,1,1980,191052,229615
18,Indiana,6012,1,1981,187519,225448
18,Indiana,6012,1,1982,191625,230468
18,Indiana,6012,1,1983,197100,236874
18,Indiana,6012,1,1984,215482,258991
18,Indiana,6012,1,1985,218179,261968
18,Indiana,6012,1,1986,215168,258324
18,Indiana,6012,1,1987,231592,278044
18,Indiana,6012,1,1988,250893,301067
18,Indiana,6012,2,2001,606356,744670
18,Indiana,6012,2,2000,561627,668778
18,Indiana,6012,2,2004,651114,798764
18,Indiana,6012,2,1999,520946,624729
18,Indiana,6012,2,1998,525052,653179
18,Indiana,6012,2,1996,500962,601109
18,Indiana,6012,2,1995,215129,272262
18,Indiana,6012,1,1995,172739,218615
18,Indiana,6012,1,1993,366551,449391
18,Indiana,6012,1,1992,475000,561508
18,Indiana,6012,2,2005,664665,826470
18,Indiana,6012,3,2014,1299765,830837
18,Indiana,6012,1,1991,310432,374114
18,Indiana,6012,1,1994,341366,427282
18,Indiana,6012,2,2013,671000,876460
18,Indiana,6012,1,1990,291818,349903
18,Indiana,6012,3,2013,671000,876460
18,Indiana,6012,3,2016,951417,1140704
18,Indiana,6012,3,2017,992070,1188945
18,Indiana,6012,3,2012,321900,455483
18,Indiana,6012,2,2016,951417,1140704
18,Indiana,6012,2,2017,992070,1188945
18,Indiana,6012,2,2014,1299765,830837
18,Indiana,6012,2,2006,676162,833878
18,Indiana,6012,2,2012,555000,779003
18,Indiana,6012,2,2011,587194,713776
18,Indiana,6012,2,2010,602524,731026
18,Indiana,6012,2,2009,580624,700029
18,Indiana,6012,2,2008,644800,793952
18,Indiana,6012,2,2007,676710,833694
18,Indiana,6012,2,2015,719141,651406
18,Indiana,6012,1,1989,270191,324059
18,Indiana,6012,3,2015,719141,651406
18,Indiana,6012,1,1977,166714,200517
18,Indiana,9020,1,1968,514655,378656
18,Indiana,9020,1,1985,935816,688300
18,Indiana,9020,1,1994,1411404,1033357
18,Indiana,9020,1,1992,1187150,893131
18,Indiana,9020,1,1991,1079000,727241
18,Indiana,9020,1,1990,1024854,754115
18,Indiana,9020,1,1989,977773,719260
18,Indiana,9020,1,1988,921006,677402
18,Indiana,9020,1,1986,969378,713125
18,Indiana,9020,1,1987,887848,653105
18,Indiana,9020,1,1996,1453000,1161211
18,Indiana,9020,1,1997,1779189,1307167
18,Indiana,9020,1,1998,1843020,1329095
18,Indiana,9020,1,1999,1978457,1446643
18,Indiana,9020,1,2000,1674322,1231727
18,Indiana,9020,1,2001,1842144,1345810
18,Indiana,9020,1,2002,1277661,945779
18,Indiana,9020,1,1984,906469,666678
18,Indiana,9020,1,2004,2124952,1041107
18,Indiana,9020,1,1993,1248592,925553
18,Indiana,9020,1,2003,2026418,1474066
18,Indiana,9020,1,1970,551387,405793
18,Indiana,9020,1,1983,872452,641788
18,Indiana,9020,1,1965,462951,340235
18,Indiana,9020,1,1966,479314,352510
18,Indiana,9020,1,1967,496218,365057
18,Indiana,9020,1,1995,1269000,1013136
18,Indiana,9020,1,1969,532082,391541
18,Indiana,9020,1,1964,448390,109865
18,Indiana,9020,1,1971,571798,420358
18,Indiana,9020,1,1972,593582,436508
18,Indiana,9020,1,1973,613087,451028
18,Indiana,9020,1,1975,657358,483730
18,Indiana,9020,1,1976,683293,502794
18,Indiana,9020,1,1977,705180,518903
18,Indiana,9020,1,1978,732080,538085
18,Indiana,9020,1,1979,757798,557394
18,Indiana,9020,1,1980,787412,579035
18,Indiana,9020,1,1981,813169,598080
18,Indiana,9020,1,1974,634242,466649
18,Indiana,9020,1,1982,841661,619180
18,Indiana,A310,1,1994,399000,460020
18,Indiana,A310,1,1976,117413,136217
18,Indiana,A310,1,1975,109792,127400
18,Indiana,A310,1,1978,128480,149086
18,Indiana,A310,1,1979,123516,143095
18,Indiana,A310,1,1980,119462,138426
18,Indiana,A310,1,1981,256960,298596
18,Indiana,A310,1,1982,262508,305380
18,Indiana,A310,1,1983,270392,314253
18,Indiana,A310,1,1984,295142,343060
18,Indiana,A310,1,1985,309520,359462
18,Indiana,A310,1,1986,398288,462527
18,Indiana,A310,1,1987,428948,497915
18,Indiana,A310,1,1988,445056,516778
18,Indiana,A310,1,1989,472748,549095
18,Indiana,A310,1,1990,399456,463513
18,Indiana,A310,1,1991,404128,469586
18,Indiana,A310,1,1992,436272,451560
18,Indiana,A310,1,1977,124100,143388
18,Indiana,A310,1,1993,462000,442823
18,Indiana,A310,2,1995,171494,197087
18,Indiana,A310,2,1994,399000,460020
18,Indiana,A310,2,1993,462000,442823
18,Indiana,A310,2,1992,328992,340521
18,Indiana,A310,1,1995,171494,197087
18,Indiana,A320,1,1977,124100,143388
18,Indiana,A320,1,1975,109792,127400
18,Indiana,A320,1,1979,123516,143095
18,Indiana,A320,1,1981,256960,298596
18,Indiana,A320,1,1982,262508,305380
18,Indiana,A320,1,1978,128480,149086
18,Indiana,A320,1,1995,171494,197087
18,Indiana,A320,1,1986,398288,462527
18,Indiana,A320,1,1987,428948,497915
18,Indiana,A320,1,1988,445056,516778
18,Indiana,A320,1,1989,472748,549095
18,Indiana,A320,1,1990,399456,463513
18,Indiana,A320,1,1991,404128,469586
18,Indiana,A320,1,1992,436272,451560
18,Indiana,A320,1,1984,295142,343060
18,Indiana,A320,1,1994,400000,460020
18,Indiana,A320,1,1983,270392,314253
18,Indiana,A320,2,1990,151027,175246
18,Indiana,A320,2,1991,404128,469586
18,Indiana,A320,2,1992,436272,451560
18,Indiana,A320,2,1993,463000,442823
18,Indiana,A320,2,1994,400000,460020
18,Indiana,A320,2,1995,171494,197087
18,Indiana,A320,1,1993,463000,442823
18,Indiana,A320,1,1985,309520,359462
18,Indiana,A320,1,1980,119462,138426
18,Indiana,A320,1,1976,117413,136217
18,Indiana,A330,2,1994,400000,460020
18,Indiana,A330,1,1985,309520,359462
18,Indiana,A330,2,1990,151027,175246
18,Indiana,A330,1,1995,171494,197087
18,Indiana,A330,1,1994,400000,460020
18,Indiana,A330,1,1993,463000,442823
18,Indiana,A330,1,1992,436272,451560
18,Indiana,A330,1,1991,404128,469586
18,Indiana,A330,1,1990,399456,463513
18,Indiana,A330,1,1989,472748,549095
18,Indiana,A330,1,1988,445056,516778
18,Indiana,A330,2,1992,436272,451560
18,Indiana,A330,1,1986,398288,462527
18,Indiana,A330,2,1993,463000,442823
18,Indiana,A330,1,1984,295142,343060
18,Indiana,A330,1,1983,270392,314253
18,Indiana,A330,1,1982,262508,305380
18,Indiana,A330,1,1981,256960,298596
18,Indiana,A330,1,1980,119462,138426
18,Indiana,A330,1,1979,123516,143095
18,Indiana,A330,1,1978,128480,149086
18,Indiana,A330,1,1977,124100,143388
18,Indiana,A330,1,1976,117413,136217
18,Indiana,A330,1,1975,109792,127400
18,Indiana,A330,1,1987,428948,497915
18,Indiana,A330,2,1991,404128,469586
18,Indiana,A330,2,1995,171494,197087
18,Indiana,A340,1,1988,445056,516778
18,Indiana,A340,1,1979,123516,143095
18,Indiana,A340,1,1992,436272,451560
18,Indiana,A340,1,1975,109792,127400
18,Indiana,A340,1,1976,117413,136217
18,Indiana,A340,1,1977,124100,143388
18,Indiana,A340,1,1978,128480,149086
18,Indiana,A340,1,1986,398288,462527
18,Indiana,A340,1,1995,171494,197087
18,Indiana,A340,1,1994,400000,460020
18,Indiana,A340,1,1993,463000,442823
