VWS_ID,STATE_CODE,STATE_CODE_EXP,YEAR,SHRP_ID,MEAN_ANN_WIND_AVG
014155,1,Alabama,2006,0507,2.0999999046325684
014155,1,Alabama,2005,0507,2.299999952316284
014155,1,Alabama,2004,0507,2.0999999046325684
014155,1,Alabama,2003,0507,2.0
014155,1,Alabama,2002,0507,2.200000047683716
014155,1,Alabama,2001,0507,2.0
014155,1,Alabama,2000,0507,2.299999952316284
014155,1,Alabama,1999,0507,2.4000000953674316
014155,1,Alabama,2022,0508,1.7000000476837158
014155,1,Alabama,2021,0508,1.7999999523162842
014155,1,Alabama,2020,0508,2.0
014155,1,Alabama,2019,0508,1.899999976158142
014155,1,Alabama,2018,0508,1.899999976158142
014155,1,Alabama,2017,0508,2.0
014155,1,Alabama,2016,0508,2.799999952316284
014155,1,Alabama,2015,0508,2.5
014155,1,Alabama,2014,0508,2.299999952316284
014155,1,Alabama,2013,0508,2.5999999046325684
014155,1,Alabama,2010,0508,1.899999976158142
014155,1,Alabama,2009,0508,2.0
014155,1,Alabama,2008,0508,2.0999999046325684
014155,1,Alabama,2007,0508,1.7999999523162842
014155,1,Alabama,2006,0508,2.0999999046325684
014155,1,Alabama,2005,0508,2.299999952316284
014155,1,Alabama,2004,0508,2.0999999046325684
014155,1,Alabama,2003,0508,2.0
014155,1,Alabama,2002,0508,2.200000047683716
014155,1,Alabama,2001,0508,2.0
014155,1,Alabama,2000,0508,2.299999952316284
014155,1,Alabama,1999,0508,2.4000000953674316
014155,1,Alabama,2021,0509,1.7999999523162842
014155,1,Alabama,2020,0509,2.0
014155,1,Alabama,2019,0509,1.899999976158142
014155,1,Alabama,2018,0509,1.899999976158142
014155,1,Alabama,2017,0509,2.0
014155,1,Alabama,2016,0509,2.799999952316284
014155,1,Alabama,2015,0509,2.5
014155,1,Alabama,2014,0509,2.299999952316284
014155,1,Alabama,2013,0509,2.5999999046325684
014155,1,Alabama,2010,0509,1.899999976158142
014155,1,Alabama,2009,0509,2.0
014155,1,Alabama,2008,0509,2.0999999046325684
014155,1,Alabama,2007,0509,1.7999999523162842
014155,1,Alabama,2006,0509,2.0999999046325684
014155,1,Alabama,2005,0509,2.299999952316284
014155,1,Alabama,2004,0509,2.0999999046325684
014155,1,Alabama,2003,0509,2.0
014155,1,Alabama,2002,0509,2.200000047683716
014155,1,Alabama,2001,0509,2.0
014155,1,Alabama,2000,0509,2.299999952316284
014155,1,Alabama,1999,0509,2.4000000953674316
014155,1,Alabama,2022,0509,1.7000000476837158
014155,1,Alabama,2021,0563,1.7999999523162842
014155,1,Alabama,2020,0563,2.0
014155,1,Alabama,2019,0563,1.899999976158142
014155,1,Alabama,2018,0563,1.899999976158142
014155,1,Alabama,2017,0563,2.0
014155,1,Alabama,2016,0563,2.799999952316284
014155,1,Alabama,2015,0563,2.5
014155,1,Alabama,2014,0563,2.299999952316284
014155,1,Alabama,2013,0563,2.5999999046325684
014155,1,Alabama,2010,0563,1.899999976158142
014155,1,Alabama,2009,0563,2.0
014155,1,Alabama,2008,0563,2.0999999046325684
014155,1,Alabama,2007,0563,1.7999999523162842
014155,1,Alabama,2006,0563,2.0999999046325684
014155,1,Alabama,2005,0563,2.299999952316284
014155,1,Alabama,2004,0563,2.0999999046325684
014155,1,Alabama,2003,0563,2.0
014155,1,Alabama,2002,0563,2.200000047683716
014155,1,Alabama,2001,0563,2.0
014155,1,Alabama,2000,0563,2.299999952316284
014155,1,Alabama,1999,0563,2.4000000953674316
014155,1,Alabama,2022,0563,1.7000000476837158
014155,1,Alabama,2021,0564,1.7999999523162842
014155,1,Alabama,2020,0564,2.0
014155,1,Alabama,2019,0564,1.899999976158142
014155,1,Alabama,2018,0564,1.899999976158142
014155,1,Alabama,2017,0564,2.0
014155,1,Alabama,2016,0564,2.799999952316284
014155,1,Alabama,2015,0564,2.5
014155,1,Alabama,2014,0564,2.299999952316284
014155,1,Alabama,2013,0564,2.5999999046325684
014155,1,Alabama,2010,0564,1.899999976158142
014155,1,Alabama,2009,0564,2.0
014155,1,Alabama,2008,0564,2.0999999046325684
014155,1,Alabama,2007,0564,1.7999999523162842
014155,1,Alabama,2006,0564,2.0999999046325684
014155,1,Alabama,2005,0564,2.299999952316284
014155,1,Alabama,2004,0564,2.0999999046325684
014155,1,Alabama,2003,0564,2.0
014155,1,Alabama,2002,0564,2.200000047683716
014155,1,Alabama,2001,0564,2.0
014155,1,Alabama,2000,0564,2.299999952316284
014155,1,Alabama,1999,0564,2.4000000953674316
014155,1,Alabama,2022,0564,1.7000000476837158
011001,1,Alabama,1980,1001,
011001,1,Alabama,1981,1001,
011001,1,Alabama,1982,1001,
011001,1,Alabama,1983,1001,
011001,1,Alabama,1984,1001,2.799999952316284
011001,1,Alabama,1985,1001,3.200000047683716
011001,1,Alabama,1986,1001,2.9000000953674316
011001,1,Alabama,1987,1001,3.200000047683716
011001,1,Alabama,1988,1001,2.9000000953674316
011001,1,Alabama,1989,1001,3.200000047683716
011001,1,Alabama,1990,1001,3.0
011001,1,Alabama,1991,1001,3.200000047683716
011001,1,Alabama,1992,1001,3.200000047683716
011001,1,Alabama,1993,1001,3.200000047683716
011001,1,Alabama,1994,1001,2.9000000953674316
011001,1,Alabama,1995,1001,2.9000000953674316
011001,1,Alabama,1996,1001,2.700000047683716
011001,1,Alabama,1997,1001,2.700000047683716
011001,1,Alabama,1998,1001,2.799999952316284
011001,1,Alabama,1999,1001,2.5999999046325684
011001,1,Alabama,2000,1001,2.5999999046325684
011001,1,Alabama,2001,1001,2.5999999046325684
011001,1,Alabama,2002,1001,2.5999999046325684
011001,1,Alabama,2003,1001,2.5
011001,1,Alabama,2004,1001,2.700000047683716
011001,1,Alabama,2005,1001,2.5999999046325684
011001,1,Alabama,2006,1001,2.5999999046325684
011001,1,Alabama,2007,1001,2.4000000953674316
011001,1,Alabama,2008,1001,2.5
011001,1,Alabama,2009,1001,2.5
011001,1,Alabama,2010,1001,2.4000000953674316
011011,1,Alabama,1974,1011,
011011,1,Alabama,1975,1011,
011011,1,Alabama,1976,1011,
011011,1,Alabama,1977,1011,
011011,1,Alabama,1978,1011,
011011,1,Alabama,1979,1011,
011011,1,Alabama,1980,1011,
011011,1,Alabama,1981,1011,
011011,1,Alabama,1982,1011,
011011,1,Alabama,1983,1011,
011011,1,Alabama,1984,1011,3.700000047683716
011011,1,Alabama,1985,1011,3.700000047683716
011011,1,Alabama,1986,1011,3.5999999046325684
011011,1,Alabama,1987,1011,3.700000047683716
011011,1,Alabama,1988,1011,3.9000000953674316
011011,1,Alabama,1989,1011,3.700000047683716
011011,1,Alabama,1990,1011,3.700000047683716
011011,1,Alabama,1991,1011,3.5999999046325684
011011,1,Alabama,1992,1011,3.5999999046325684
011011,1,Alabama,1993,1011,3.700000047683716
011011,1,Alabama,1994,1011,3.299999952316284
011011,1,Alabama,1995,1011,3.200000047683716
011011,1,Alabama,1996,1011,3.4000000953674316
011011,1,Alabama,1997,1011,3.0999999046325684
011011,1,Alabama,1998,1011,3.0999999046325684
011011,1,Alabama,1999,1011,2.799999952316284
011011,1,Alabama,2000,1011,2.799999952316284
011011,1,Alabama,2001,1011,2.5
011011,1,Alabama,2002,1011,2.700000047683716
011011,1,Alabama,2003,1011,2.5999999046325684
011011,1,Alabama,2004,1011,2.799999952316284
011011,1,Alabama,2005,1011,2.700000047683716
011011,1,Alabama,2006,1011,2.700000047683716
011011,1,Alabama,2007,1011,2.4000000953674316
011011,1,Alabama,2008,1011,2.700000047683716
011011,1,Alabama,2009,1011,2.5999999046325684
011011,1,Alabama,2010,1011,2.299999952316284
011011,1,Alabama,2017,1011,2.5999999046325684
011011,1,Alabama,2018,1011,2.700000047683716
011011,1,Alabama,2019,1011,2.5
011011,1,Alabama,2020,1011,2.5999999046325684
011011,1,Alabama,2021,1011,2.5
011011,1,Alabama,2022,1011,2.700000047683716
011019,1,Alabama,1966,1019,
011019,1,Alabama,2010,1019,2.9000000953674316
011019,1,Alabama,2009,1019,3.0
011019,1,Alabama,2008,1019,3.0999999046325684
011019,1,Alabama,2007,1019,2.9000000953674316
011019,1,Alabama,2006,1019,3.0999999046325684
011019,1,Alabama,2005,1019,3.200000047683716
011019,1,Alabama,2004,1019,3.200000047683716
011019,1,Alabama,2003,1019,3.0999999046325684
011019,1,Alabama,2002,1019,3.200000047683716
011019,1,Alabama,2001,1019,3.200000047683716
011019,1,Alabama,2000,1019,3.0
011019,1,Alabama,1999,1019,3.0
011019,1,Alabama,1998,1019,3.299999952316284
011019,1,Alabama,1997,1019,3.200000047683716
011019,1,Alabama,1996,1019,3.299999952316284
011019,1,Alabama,1995,1019,3.4000000953674316
011019,1,Alabama,1994,1019,3.5
011019,1,Alabama,1993,1019,3.5999999046325684
011019,1,Alabama,1992,1019,3.5999999046325684
011019,1,Alabama,1991,1019,3.799999952316284
011019,1,Alabama,1990,1019,4.0
011019,1,Alabama,1989,1019,3.9000000953674316
011019,1,Alabama,1988,1019,4.0
011019,1,Alabama,1987,1019,4.0
011019,1,Alabama,1986,1019,3.9000000953674316
011019,1,Alabama,1985,1019,4.199999809265137
011019,1,Alabama,1984,1019,4.199999809265137
011019,1,Alabama,1983,1019,
011019,1,Alabama,1982,1019,
011019,1,Alabama,1981,1019,
011019,1,Alabama,1980,1019,
011019,1,Alabama,1979,1019,
011019,1,Alabama,1978,1019,
011019,1,Alabama,1977,1019,
011019,1,Alabama,1976,1019,
011019,1,Alabama,1975,1019,
011019,1,Alabama,1974,1019,
011019,1,Alabama,1973,1019,
011019,1,Alabama,1972,1019,
011019,1,Alabama,1971,1019,
011019,1,Alabama,1970,1019,
011019,1,Alabama,1969,1019,
011019,1,Alabama,1968,1019,
011019,1,Alabama,1967,1019,
011021,1,Alabama,1972,1021,
011021,1,Alabama,2010,1021,2.4000000953674316
011021,1,Alabama,2009,1021,2.5
011021,1,Alabama,2008,1021,2.799999952316284
011021,1,Alabama,2007,1021,2.5999999046325684
011021,1,Alabama,2006,1021,2.5999999046325684
011021,1,Alabama,2005,1021,2.5999999046325684
011021,1,Alabama,2004,1021,2.5
011021,1,Alabama,2003,1021,2.4000000953674316
011021,1,Alabama,2002,1021,2.5
011021,1,Alabama,2001,1021,2.5999999046325684
011021,1,Alabama,2000,1021,2.700000047683716
011021,1,Alabama,1999,1021,2.5999999046325684
011021,1,Alabama,1998,1021,2.799999952316284
011021,1,Alabama,1997,1021,2.799999952316284
011021,1,Alabama,1996,1021,2.799999952316284
011021,1,Alabama,1995,1021,3.0
011021,1,Alabama,1994,1021,2.9000000953674316
011021,1,Alabama,1993,1021,2.700000047683716
011021,1,Alabama,1992,1021,2.9000000953674316
011021,1,Alabama,1991,1021,2.9000000953674316
011021,1,Alabama,1990,1021,2.9000000953674316
011021,1,Alabama,1989,1021,2.799999952316284
011021,1,Alabama,1988,1021,2.700000047683716
011021,1,Alabama,1987,1021,2.5999999046325684
011021,1,Alabama,1986,1021,2.700000047683716
011021,1,Alabama,1985,1021,2.700000047683716
011021,1,Alabama,1984,1021,2.5999999046325684
011021,1,Alabama,1983,1021,
011021,1,Alabama,1982,1021,
011021,1,Alabama,1981,1021,
011021,1,Alabama,1980,1021,
011021,1,Alabama,1979,1021,
011021,1,Alabama,1978,1021,
011021,1,Alabama,1977,1021,
011021,1,Alabama,1976,1021,
011021,1,Alabama,1975,1021,
011021,1,Alabama,1974,1021,
011021,1,Alabama,1973,1021,
013028,1,Alabama,1970,3028,
013028,1,Alabama,2017,3028,2.700000047683716
013028,1,Alabama,2016,3028,2.700000047683716
013028,1,Alabama,2015,3028,2.5999999046325684
013028,1,Alabama,2014,3028,2.5999999046325684
013028,1,Alabama,2013,3028,2.4000000953674316
013028,1,Alabama,2010,3028,2.4000000953674316
013028,1,Alabama,2009,3028,2.5999999046325684
013028,1,Alabama,2008,3028,2.9000000953674316
013028,1,Alabama,2007,3028,2.5999999046325684
013028,1,Alabama,2006,3028,2.799999952316284
013028,1,Alabama,2005,3028,2.5999999046325684
013028,1,Alabama,2004,3028,2.700000047683716
013028,1,Alabama,2003,3028,2.700000047683716
013028,1,Alabama,2002,3028,2.700000047683716
013028,1,Alabama,2001,3028,2.5
013028,1,Alabama,2000,3028,2.5999999046325684
013028,1,Alabama,1999,3028,2.5999999046325684
013028,1,Alabama,1998,3028,2.700000047683716
013028,1,Alabama,1997,3028,2.799999952316284
013028,1,Alabama,1996,3028,3.5999999046325684
013028,1,Alabama,1995,3028,3.0
013028,1,Alabama,1994,3028,2.9000000953674316
013028,1,Alabama,1993,3028,3.0999999046325684
013028,1,Alabama,1992,3028,2.799999952316284
013028,1,Alabama,1991,3028,2.799999952316284
013028,1,Alabama,1990,3028,3.0999999046325684
013028,1,Alabama,1989,3028,3.0
013028,1,Alabama,1988,3028,3.200000047683716
013028,1,Alabama,1987,3028,2.5999999046325684
013028,1,Alabama,1986,3028,2.799999952316284
013028,1,Alabama,1985,3028,3.0999999046325684
013028,1,Alabama,1984,3028,2.799999952316284
013028,1,Alabama,1978,3028,
013028,1,Alabama,1977,3028,
013028,1,Alabama,1976,3028,
013028,1,Alabama,1975,3028,
013028,1,Alabama,1974,3028,
013028,1,Alabama,1973,3028,
013028,1,Alabama,1972,3028,
013028,1,Alabama,1971,3028,
013998,1,Alabama,1970,3998,
013998,1,Alabama,2010,3998,2.299999952316284
013998,1,Alabama,2009,3998,2.4000000953674316
013998,1,Alabama,2008,3998,2.5
013998,1,Alabama,2007,3998,2.200000047683716
013998,1,Alabama,2006,3998,2.5999999046325684
013998,1,Alabama,2005,3998,2.5
013998,1,Alabama,2004,3998,2.5999999046325684
013998,1,Alabama,2003,3998,2.5
013998,1,Alabama,2002,3998,2.5999999046325684
013998,1,Alabama,2001,3998,2.4000000953674316
013998,1,Alabama,2000,3998,2.5999999046325684
013998,1,Alabama,1999,3998,2.5
013998,1,Alabama,1998,3998,2.5999999046325684
013998,1,Alabama,1997,3998,2.5999999046325684
013998,1,Alabama,1996,3998,2.9000000953674316
013998,1,Alabama,1995,3998,3.0
013998,1,Alabama,1994,3998,2.9000000953674316
013998,1,Alabama,1993,3998,2.799999952316284
013998,1,Alabama,1992,3998,2.700000047683716
013998,1,Alabama,1991,3998,2.799999952316284
013998,1,Alabama,1990,3998,2.9000000953674316
013998,1,Alabama,1989,3998,3.0
013998,1,Alabama,1988,3998,2.799999952316284
013998,1,Alabama,1987,3998,2.700000047683716
013998,1,Alabama,1986,3998,2.799999952316284
013998,1,Alabama,1985,3998,2.9000000953674316
013998,1,Alabama,1984,3998,2.799999952316284
013998,1,Alabama,1983,3998,
013998,1,Alabama,1982,3998,
013998,1,Alabama,1981,3998,
013998,1,Alabama,1980,3998,
013998,1,Alabama,1979,3998,
013998,1,Alabama,1978,3998,
013998,1,Alabama,1977,3998,
013998,1,Alabama,1976,3998,
013998,1,Alabama,1975,3998,
013998,1,Alabama,1974,3998,
013998,1,Alabama,1973,3998,
013998,1,Alabama,1972,3998,
013998,1,Alabama,1971,3998,
014007,1,Alabama,1970,4007,
014007,1,Alabama,2017,4007,2.700000047683716
014007,1,Alabama,2016,4007,2.700000047683716
014007,1,Alabama,2015,4007,2.5999999046325684
014007,1,Alabama,2014,4007,2.5999999046325684
014007,1,Alabama,2013,4007,2.4000000953674316
014007,1,Alabama,2010,4007,2.4000000953674316
014007,1,Alabama,2009,4007,2.5999999046325684
014007,1,Alabama,2008,4007,2.9000000953674316
014007,1,Alabama,2007,4007,2.5999999046325684
014007,1,Alabama,2006,4007,2.799999952316284
014007,1,Alabama,2005,4007,2.5999999046325684
014007,1,Alabama,2004,4007,2.700000047683716
014007,1,Alabama,2003,4007,2.700000047683716
014007,1,Alabama,2002,4007,2.700000047683716
014007,1,Alabama,2001,4007,2.5
014007,1,Alabama,2000,4007,2.5999999046325684
014007,1,Alabama,1999,4007,2.5999999046325684
014007,1,Alabama,1998,4007,2.700000047683716
014007,1,Alabama,1997,4007,2.799999952316284
014007,1,Alabama,1996,4007,3.5999999046325684
014007,1,Alabama,1995,4007,3.0
014007,1,Alabama,1994,4007,2.9000000953674316
014007,1,Alabama,1993,4007,3.0999999046325684
014007,1,Alabama,1992,4007,2.799999952316284
014007,1,Alabama,1991,4007,2.799999952316284
014007,1,Alabama,1990,4007,3.0999999046325684
014007,1,Alabama,1989,4007,3.0
014007,1,Alabama,1988,4007,3.200000047683716
014007,1,Alabama,1987,4007,2.5999999046325684
014007,1,Alabama,1986,4007,2.799999952316284
014007,1,Alabama,1985,4007,3.0999999046325684
014007,1,Alabama,1984,4007,2.799999952316284
014007,1,Alabama,1978,4007,
014007,1,Alabama,1977,4007,
014007,1,Alabama,1976,4007,
014007,1,Alabama,1975,4007,
014007,1,Alabama,1974,4007,
014007,1,Alabama,1973,4007,
014007,1,Alabama,1972,4007,
014007,1,Alabama,1971,4007,
014073,1,Alabama,1974,4073,
014073,1,Alabama,2022,4073,2.299999952316284
014073,1,Alabama,2021,4073,2.200000047683716
014073,1,Alabama,2020,4073,2.200000047683716
014073,1,Alabama,2019,4073,2.200000047683716
014073,1,Alabama,2018,4073,2.200000047683716
014073,1,Alabama,2017,4073,2.200000047683716
014073,1,Alabama,2010,4073,2.299999952316284
014073,1,Alabama,2009,4073,2.5
014073,1,Alabama,2008,4073,2.4000000953674316
014073,1,Alabama,2007,4073,2.299999952316284
014073,1,Alabama,2006,4073,2.700000047683716
014073,1,Alabama,2005,4073,2.5999999046325684
014073,1,Alabama,2004,4073,2.5
014073,1,Alabama,2003,4073,2.5
014073,1,Alabama,2002,4073,2.700000047683716
014073,1,Alabama,2001,4073,2.5
014073,1,Alabama,2000,4073,2.5999999046325684
014073,1,Alabama,1999,4073,2.5
014073,1,Alabama,1998,4073,2.5999999046325684
014073,1,Alabama,1997,4073,2.5999999046325684
014073,1,Alabama,1996,4073,2.799999952316284
014073,1,Alabama,1995,4073,2.9000000953674316
014073,1,Alabama,1994,4073,2.799999952316284
014073,1,Alabama,1993,4073,3.0
014073,1,Alabama,1992,4073,2.799999952316284
014073,1,Alabama,1991,4073,3.0
014073,1,Alabama,1990,4073,3.0
014073,1,Alabama,1989,4073,3.0
014073,1,Alabama,1988,4073,3.200000047683716
014073,1,Alabama,1987,4073,2.9000000953674316
014073,1,Alabama,1986,4073,2.9000000953674316
014073,1,Alabama,1985,4073,3.0
014073,1,Alabama,1984,4073,2.9000000953674316
014073,1,Alabama,1983,4073,
014073,1,Alabama,1982,4073,
014073,1,Alabama,1981,4073,
014073,1,Alabama,1980,4073,
014073,1,Alabama,1979,4073,
014073,1,Alabama,1978,4073,
014073,1,Alabama,1977,4073,
014073,1,Alabama,1976,4073,
014073,1,Alabama,1975,4073,
014084,1,Alabama,1970,4084,
014084,1,Alabama,2010,4084,2.200000047683716
014084,1,Alabama,2009,4084,2.4000000953674316
014084,1,Alabama,2008,4084,2.700000047683716
014084,1,Alabama,2007,4084,2.4000000953674316
014084,1,Alabama,2006,4084,2.5
014084,1,Alabama,2005,4084,2.4000000953674316
014084,1,Alabama,2004,4084,2.4000000953674316
014084,1,Alabama,2003,4084,2.4000000953674316
014084,1,Alabama,2002,4084,2.5999999046325684
014084,1,Alabama,2001,4084,2.5
014084,1,Alabama,2000,4084,2.5999999046325684
014084,1,Alabama,1999,4084,2.5999999046325684
014084,1,Alabama,1998,4084,2.700000047683716
014084,1,Alabama,1997,4084,2.799999952316284
014084,1,Alabama,1996,4084,3.5999999046325684
014084,1,Alabama,1995,4084,3.0
014084,1,Alabama,1994,4084,2.9000000953674316
014084,1,Alabama,1993,4084,3.0999999046325684
014084,1,Alabama,1992,4084,2.799999952316284
014084,1,Alabama,1991,4084,2.799999952316284
014084,1,Alabama,1990,4084,3.0999999046325684
014084,1,Alabama,1989,4084,3.0
014084,1,Alabama,1988,4084,3.200000047683716
014084,1,Alabama,1987,4084,2.5999999046325684
014084,1,Alabama,1986,4084,2.799999952316284
014084,1,Alabama,1985,4084,3.0999999046325684
014084,1,Alabama,1984,4084,2.799999952316284
014084,1,Alabama,1978,4084,
014084,1,Alabama,1977,4084,
014084,1,Alabama,1976,4084,
014084,1,Alabama,1975,4084,
014084,1,Alabama,1974,4084,
014084,1,Alabama,1973,4084,
014084,1,Alabama,1972,4084,
014084,1,Alabama,1971,4084,
014125,1,Alabama,1972,4125,
014125,1,Alabama,2010,4125,2.4000000953674316
014125,1,Alabama,2009,4125,2.5
014125,1,Alabama,2008,4125,2.799999952316284
014125,1,Alabama,2007,4125,2.5999999046325684
014125,1,Alabama,2006,4125,2.5999999046325684
014125,1,Alabama,2005,4125,2.5999999046325684
014125,1,Alabama,2004,4125,2.5
014125,1,Alabama,2003,4125,2.4000000953674316
014125,1,Alabama,2002,4125,2.5
014125,1,Alabama,2001,4125,2.5999999046325684
014125,1,Alabama,2000,4125,2.700000047683716
014125,1,Alabama,1999,4125,2.5999999046325684
014125,1,Alabama,1998,4125,2.799999952316284
014125,1,Alabama,1997,4125,2.799999952316284
014125,1,Alabama,1996,4125,2.799999952316284
014125,1,Alabama,1995,4125,3.0
014125,1,Alabama,1994,4125,2.9000000953674316
014125,1,Alabama,1993,4125,2.700000047683716
014125,1,Alabama,1992,4125,2.9000000953674316
014125,1,Alabama,1991,4125,2.9000000953674316
014125,1,Alabama,1990,4125,2.9000000953674316
014125,1,Alabama,1989,4125,2.799999952316284
014125,1,Alabama,1988,4125,2.700000047683716
014125,1,Alabama,1987,4125,2.5999999046325684
014125,1,Alabama,1986,4125,2.700000047683716
014125,1,Alabama,1985,4125,2.700000047683716
014125,1,Alabama,1984,4125,2.5999999046325684
014125,1,Alabama,1983,4125,
014125,1,Alabama,1982,4125,
014125,1,Alabama,1981,4125,
014125,1,Alabama,1980,4125,
014125,1,Alabama,1979,4125,
014125,1,Alabama,1978,4125,
014125,1,Alabama,1977,4125,
014125,1,Alabama,1976,4125,
014125,1,Alabama,1975,4125,
014125,1,Alabama,1974,4125,
014125,1,Alabama,1973,4125,
