STATE_CODE,STATE_CODE_EXP,SHRP_ID,START_DATE,RECORD_STATUS,END_DATE,VOLUME_SITE,CLASS_SITE,WIM_SITE,ID3,ID6,LTPP_DIR,LTPP_DIR_EXP,LTPP_LANE,LANES_LTPP_DIR,LANES_NON_LTPP_DIR,SRO_CLASS,SRO_CLASS_EXP,SRO_WEIGHT_EXP,SRO_WEIGHT,DATA_AVAILABILITY,DATA_AVAILABILITY_EXP,FUNC_CLASS,FUNC_CLASS_EXP,COMMENTS,CARD4INFO,CARD4INFO_EXP,CARDCINFO_EXP,CARDCINFO,ERR_1AM1PM,ERR_8ZERO,ERR_4STATIC,LTPP_LN_ONLY,USEFILENAME,UPDATE_LNDIR,LOAD_LN,LOAD_DIR_EXP,LOAD_DIR,LOAD_HOURS
1,Alabama,1001,1990-01-01,E,2050-12-31,,1001,1001,914,,1,North,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"ALL DATA, ALL SITES -- DATA BEYOND COLUMN 51 IS INVALID.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,North,1,N
1,Alabama,1011,1990-01-01,E,1993-12-31,,1011,1011,903,,7,West,1,1,1,S,Site specific equipment,Site specific equipment,S,0.0,"Data collected on a different roadway that the LTPP site, including system level estimates",6,Rural Minor Arterial,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,West,7,N
1,Alabama,1011,1994-01-01,E,2050-12-31,,1011,1011,903,,7,West,1,1,1,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,6,Rural Minor Arterial,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,West,7,N
1,Alabama,1019,1994-01-01,E,2050-12-31,,1019,1019,915,,5,South,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,South,5,N
1,Alabama,1019,1990-01-01,E,1993-12-31,,1019,1019,915,,5,South,1,2,2,S,Site specific equipment,Site specific equipment,S,2.0,Vehicle classification and WIM data with some measure of seasonality,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,South,5,N
1,Alabama,1021,1994-01-01,E,2050-12-31,,1021,1021,913,,7,West,1,1,1,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,6,Rural Minor Arterial,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,West,7,N
1,Alabama,1021,1990-01-01,E,1993-12-31,,1021,1021,913,,7,West,1,1,1,S,Site specific equipment,Site specific equipment,S,6.0,Continuous vehicle classification with some seasonal WIM,6,Rural Minor Arterial,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,West,7,N
1,Alabama,3028,1990-01-01,E,2050-12-31,,3028,3028,902,,1,North,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,11,Urban Principal Arterial - Interstate,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,North,1,N
1,Alabama,3998,1996-01-01,E,2050-12-31,,3998,3998,908,,5,South,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,1,Rural Principal Arterial - Interstate,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,South,5,N
1,Alabama,3998,1990-01-01,E,1995-12-31,,3998,3998,,,5,South,1,2,2,S,Site specific equipment,Site specific equipment,S,6.0,Continuous vehicle classification with some seasonal WIM,1,Rural Principal Arterial - Interstate,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,South,5,N
1,Alabama,4007,1990-01-01,E,2050-12-31,,4007,4007,901,,1,North,1,2,2,R,"Site related equipment, same road, different location","Site related equipment, same road, different location",R,1.0,Limited data for either vehicle classification or truck weights,11,Urban Principal Arterial - Interstate,"SHRP.DAT date  was 1-JAN-1995All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,North,1,N
1,Alabama,4073,1995-01-01,E,2050-12-31,,4073,4073,905,,3,East,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"ALL DATA, ALL SITES -- DATA BEYOND COLUMN 51 IS INVALID.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,East,3,N
1,Alabama,4073,1990-01-01,E,1994-12-31,,4073,4073,905,,3,East,1,2,2,S,Site specific equipment,Site specific equipment,S,2.0,Vehicle classification and WIM data with some measure of seasonality,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,East,3,N
1,Alabama,4084,1990-01-01,E,2050-12-31,,4084,4084,900,,1,North,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,11,Urban Principal Arterial - Interstate,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,North,1,N
1,Alabama,4125,1990-01-01,E,2050-12-31,,4125,4125,912,,7,West,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,West,7,N
1,Alabama,4126,1994-01-01,E,2050-12-31,,4126,4126,907,,5,South,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,1,Rural Principal Arterial - Interstate,"ALL DATA, ALL SITES -- DATA BEYOND COLUMN 51 IS INVALID.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,South,5,N
1,Alabama,4126,1990-01-01,E,1993-12-31,,4126,4126,907,,5,South,1,2,2,S,Site specific equipment,Site specific equipment,S,6.0,Continuous vehicle classification with some seasonal WIM,1,Rural Principal Arterial - Interstate,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,South,5,N
1,Alabama,4127,1996-01-01,E,2050-12-31,,4127,4127,904,,3,East,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,East,3,N
1,Alabama,4127,1990-01-01,E,1994-12-31,,4127,4127,,,3,East,1,2,2,S,Site specific equipment,Site specific equipment,S,2.0,Vehicle classification and WIM data with some measure of seasonality,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,East,3,N
1,Alabama,4127,1995-01-01,E,1995-12-31,,4127,4127,,,3,East,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,East,3,N
1,Alabama,4129,1994-01-01,E,2050-12-31,,4129,4129,911,,3,East,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,East,3,N
1,Alabama,4129,1990-01-01,E,1993-12-31,,4129,4129,911,,3,East,1,2,2,S,Site specific equipment,Site specific equipment,S,2.0,Vehicle classification and WIM data with some measure of seasonality,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,East,3,N
1,Alabama,4155,1990-01-01,E,2050-12-31,,4155,4155,906,,3,East,1,2,2,R,"Site related equipment, same road, different location","Site related equipment, same road, different location",R,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"SHRP.DAT date  was 1-JAN-1993All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,East,3,N
1,Alabama,5008,1990-01-01,E,2050-12-31,,5008,5008,910,,3,East,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,1,Rural Principal Arterial - Interstate,"SHRP.DAT date  was 1-JAN-1993All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,East,3,N
1,Alabama,6012,1994-01-01,E,2050-12-31,,6012,6012,909,,1,North,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,1,Rural Principal Arterial - Interstate,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,North,1,N
1,Alabama,6012,1990-01-01,E,1993-12-31,,6012,6012,909,,1,North,1,2,2,S,Site specific equipment,Site specific equipment,S,2.0,Vehicle classification and WIM data with some measure of seasonality,1,Rural Principal Arterial - Interstate,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,North,1,N
1,Alabama,6019,1990-01-01,E,2050-12-31,,6019,6019,916,,1,North,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,1,Rural Principal Arterial - Interstate,"AC OVERLAY - 21-JAN-1994- NO LAYER ESTIMATE AVAILABLE- SN UPDATE NOT PERFORMED PENDING RECEIPT OF TEST DATAAll data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,North,1,N
1,Alabama,A310,1990-01-01,E,2050-12-31,,4125,4125,912,,7,West,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,West,7,N
1,Alabama,A320,1990-01-01,E,2050-12-31,,4125,4125,912,,7,West,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,West,7,N
1,Alabama,A330,1990-01-01,E,2050-12-31,,4125,4125,912,,7,West,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,West,7,N
1,Alabama,A340,1990-01-01,E,2050-12-31,,4125,4125,912,,7,West,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,West,7,N
1,Alabama,A350,1990-01-01,E,2050-12-31,,4125,4125,912,,7,West,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,West,7,N
1,Alabama,B310,1994-01-01,E,2050-12-31,,1019,1019,915,,5,South,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,South,5,N
1,Alabama,B310,1990-01-01,E,1993-12-31,,1019,1019,915,,5,South,1,2,2,S,Site specific equipment,Site specific equipment,S,2.0,Vehicle classification and WIM data with some measure of seasonality,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,South,5,N
1,Alabama,B320,1994-01-01,E,2050-12-31,,1019,1019,915,,5,South,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,South,5,N
1,Alabama,B320,1990-01-01,E,1993-12-31,,1019,1019,915,,5,South,1,2,2,S,Site specific equipment,Site specific equipment,S,2.0,Vehicle classification and WIM data with some measure of seasonality,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,South,5,N
1,Alabama,B330,1994-01-01,E,2050-12-31,,1019,1019,915,,5,South,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,South,5,N
1,Alabama,B330,1990-01-01,E,1993-12-31,,1019,1019,915,,5,South,1,2,2,S,Site specific equipment,Site specific equipment,S,2.0,Vehicle classification and WIM data with some measure of seasonality,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,South,5,N
1,Alabama,B340,1994-01-01,E,2050-12-31,,1019,1019,915,,5,South,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,South,5,N
1,Alabama,B340,1990-01-01,E,1993-12-31,,1019,1019,915,,5,South,1,2,2,S,Site specific equipment,Site specific equipment,S,2.0,Vehicle classification and WIM data with some measure of seasonality,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,South,5,N
1,Alabama,B350,1994-01-01,E,2050-12-31,,1019,1019,915,,5,South,1,2,2,S,Site specific equipment,Site specific equipment,S,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,South,5,N
1,Alabama,B350,1990-01-01,E,1993-12-31,,1019,1019,915,,5,South,1,2,2,S,Site specific equipment,Site specific equipment,S,2.0,Vehicle classification and WIM data with some measure of seasonality,2,Rural Principal Arterial - Other,"All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,South,5,N
1,Alabama,C310,1990-01-01,E,2050-12-31,,4155,4155,906,,3,East,1,2,2,R,"Site related equipment, same road, different location","Site related equipment, same road, different location",R,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"SHRP.DAT date  was 1-JAN-1993All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,East,3,N
1,Alabama,C320,1990-01-01,E,2050-12-31,,4155,4155,906,,3,East,1,2,2,R,"Site related equipment, same road, different location","Site related equipment, same road, different location",R,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"SHRP.DAT date  was 1-JAN-1993All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,East,3,N
1,Alabama,C330,1990-01-01,E,2050-12-31,,4155,4155,906,,3,East,1,2,2,R,"Site related equipment, same road, different location","Site related equipment, same road, different location",R,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"SHRP.DAT date  was 1-JAN-1993All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,East,3,N
1,Alabama,C340,1990-01-01,E,2050-12-31,,4155,4155,906,,3,East,1,2,2,R,"Site related equipment, same road, different location","Site related equipment, same road, different location",R,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"SHRP.DAT date  was 1-JAN-1993All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,East,3,N
1,Alabama,C350,1990-01-01,E,2050-12-31,,4155,4155,906,,3,East,1,2,2,R,"Site related equipment, same road, different location","Site related equipment, same road, different location",R,1.0,Limited data for either vehicle classification or truck weights,2,Rural Principal Arterial - Other,"SHRP.DAT date  was 1-JAN-1993All data, all sites -- data beyond column 51 is invalid.",I,Ignore,Ignore,I,Y,Y,Y,N,Y,N,1,East,3,N
2,Alaska,1001,1990-01-01,E,2050-12-31,,1001,1001,104,,5,South,1,1,1,S,Site specific equipment,Site specific equipment,S,5.0,Continuous vehicle classification with limited WIM,2,Rural Principal Arterial - Other,"GPS-ORIG-PAV-PARMS DTD 11-JUL-1983
Direction 5, Lane 2 is the non-LTPP lane in the Northbound direction -TP",3,Use 3 columns per additional volume,Use 5 columns per additional volume,5,Y,Y,Y,N,Y,N,1,South,5,N
2,Alaska,1002,1990-01-01,E,2050-12-31,,1002,1002,104,,5,South,1,1,1,S,Site specific equipment,Site specific equipment,S,5.0,Continuous vehicle classification with limited WIM,2,Rural Principal Arterial - Other,"SHRP.DAT ENTRY FOR 01-OCT-1984.
COLLECTING DATA FROM THE SAME LOCATION AS 1001 -TP",3,Use 3 columns per additional volume,Ignore,I,Y,Y,Y,N,Y,N,1,South,5,N
2,Alaska,1004,1990-01-01,E,2050-12-31,,1004,1004,103,,3,East,1,2,2,S,Site specific equipment,Site specific equipment,S,5.0,Continuous vehicle classification with limited WIM,14,Urban Other Principal Arterial,"SHRP.DAT ENTRIES FOR 27-JUL- 77, 01-JUN-1991",S,Stop processing,Ignore,I,Y,Y,Y,N,Y,N,1,East,3,N
2,Alaska,1008,1990-01-01,E,2050-12-31,,1008,1008,501,,1,North,1,1,1,S,Site specific equipment,Site specific equipment,S,5.0,Continuous vehicle classification with limited WIM,6,Rural Minor Arterial,GPS ORIG  PAV PARMS DTD 28-SEP-1978,3,Use 3 columns per additional volume,Ignore,I,Y,Y,Y,N,Y,N,1,North,1,N
2,Alaska,6010,1996-01-02,E,2050-12-31,,6010,6010,305,,1,North,1,2,2,S,Site specific equipment,Site specific equipment,S,5.0,Continuous vehicle classification with limited WIM,1,Rural Principal Arterial - Interstate,,3,Use 3 columns per additional volume,Ignore,I,Y,Y,Y,N,Y,N,1,North,1,N
2,Alaska,6010,1990-01-01,E,1996-01-01,,6010,6010,107,,1,North,1,2,2,S,Site specific equipment,Site specific equipment,S,5.0,Continuous vehicle classification with limited WIM,1,Rural Principal Arterial - Interstate,GPS ORIG  PAV PARMS DTD 5-AUG-1969,3,Use 3 columns per additional volume,Ignore,I,Y,Y,Y,N,Y,N,1,North,1,N
2,Alaska,9035,1990-08-01,E,2050-12-31,,9035,9035,101,,1,North,1,1,1,S,Site specific equipment,Site specific equipment,S,5.0,Continuous vehicle classification with limited WIM,2,Rural Principal Arterial - Other,SHRP.DAT ENTRY ALSO FOR 01-SEP-71,3,Use 3 columns per additional volume,Ignore,I,Y,Y,Y,N,Y,N,1,North,1,N
4,Arizona,0113,1994-01-01,E,1998-12-31,,0100,0100,525,040101,1,North,1,2,2,S,Site specific equipment,Site specific equipment,S,7.0,Permanent classifier operating continuously with portable WIM,2,Rural Principal Arterial - Other,"SPS - SITES FOR DATA ALSO 0101, 0113 LISTED; ALSO SITEID 040100
SAME EQUIPMENT AS 0900 and A900 -TP",3,Use 3 columns per additional volume,Stop processing,S,Y,Y,Y,N,Y,N,1,North,1,Y
4,Arizona,0113,2007-05-01,E,2050-12-31,,0100,0100,000,040100,1,North,1,2,2,S,Site specific equipment,Site specific equipment,S,9.0,Continuous WIM meeting the ASTM standard,2,Rural Principal Arterial - Other,"TPFS DATA.
SAME EQUIPMENT AS 0900 and A900 -TP",S,Stop processing,Use 5 columns per additional volume,5,N,N,N,N,Y,N,1,North,1,Y
4,Arizona,0113,1999-01-01,E,2007-04-30,,0100,0100,525,040101,1,North,1,2,2,S,Site specific equipment,Site specific equipment,S,7.0,Permanent classifier operating continuously with portable WIM,2,Rural Principal Arterial - Other,"SPS - SITES FOR DATA ALSO 0101, 0113 LISTED; ALSO SITEID 040100.  AGENCY CONFIRMED USE OF 3 COLUMNS PER VEHICLE BEYOND COLUMN 51
COMP. DATA SET CREATED FROM 12/03/05 FOR CALIBRATION DATE 06/01/05 BECAUSE NO VALID DATA IN BETWEEN.
SAME EQUIPMENT AS 0900 and A900 -TP",3,Use 3 columns per additional volume,Stop processing,S,Y,Y,Y,N,Y,N,1,North,1,Y
4,Arizona,0114,1994-01-01,E,1998-12-31,,0100,0100,525,040101,1,North,1,2,2,S,Site specific equipment,Site specific equipment,S,7.0,Permanent classifier operating continuously with portable WIM,2,Rural Principal Arterial - Other,"SPS - SITES FOR DATA ALSO 0101, 0113 LISTED; ALSO SITEID 040100
SAME EQUIPMENT AS 0900 and A900 -TP",3,Use 3 columns per additional volume,Stop processing,S,Y,Y,Y,N,Y,N,1,North,1,Y
4,Arizona,0114,2007-05-01,E,2050-12-31,,0100,0100,000,040100,1,North,1,2,2,S,Site specific equipment,Site specific equipment,S,9.0,Continuous WIM meeting the ASTM standard,2,Rural Principal Arterial - Other,"TPFS DATA.
SAME EQUIPMENT AS 0900 and A900 -TP",S,Stop processing,Use 5 columns per additional volume,5,N,N,N,N,Y,N,1,North,1,Y
4,Arizona,0114,1999-01-01,E,2007-04-30,,0100,0100,525,040101,1,North,1,2,2,S,Site specific equipment,Site specific equipment,S,7.0,Permanent classifier operating continuously with portable WIM,2,Rural Principal Arterial - Other,"SPS - SITES FOR DATA ALSO 0101, 0113 LISTED; ALSO SITEID 040100.  AGENCY CONFIRMED USE OF 3 COLUMNS PER VEHICLE BEYOND COLUMN 51
COMP. DATA SET CREATED FROM 12/03/05 FOR CALIBRATION DATE 06/01/05 BECAUSE NO VALID DATA IN BETWEEN.
SAME EQUIPMENT AS 0900 and A900 -TP",3,Use 3 columns per additional volume,Stop processing,S,Y,Y,Y,N,Y,N,1,North,1,Y
4,Arizona,0115,1994-01-01,E,1998-12-31,,0100,0100,525,040101,1,North,1,2,2,S,Site specific equipment,Site specific equipment,S,7.0,Permanent classifier operating continuously with portable WIM,2,Rural Principal Arterial - Other,"SPS - SITES FOR DATA ALSO 0101, 0113 LISTED; ALSO SITEID 040100
SAME EQUIPMENT AS 0900 and A900 -TP",3,Use 3 columns per additional volume,Stop processing,S,Y,Y,Y,N,Y,N,1,North,1,Y
